gemeindecode_cbs,gemeindename,longitude,latitude
1924,Goeree-Overflakkee,4.123481561431972,51.74745634572905
1926,Pijnacker-Nootdorp,4.421955134251478,52.017537599760736
1930,Nissewaard,4.285065454465515,51.83334197439688
1931,Krimpenerwaard,4.737226939225378,51.95239393830107
1940,De Fryske Marren,5.723515919102979,52.916510654080206
1942,Gooise Meren,5.134476091375286,52.30158526518504
1945,Berg en Dal,5.94983399683808,51.81997169374136
1948,Meierijstad,5.506392187643444,51.5922344272527
1949,Waadhoeke,5.613065153573569,53.22424195927043
1950,Westerwolde,7.1202257808355345,53.01414488828764
1952,Midden-Groningen,6.807453549059458,53.195369149550146
1954,Beekdaelen,5.897170741749106,50.93673334763676
1955,Montferland,6.2137321416126845,51.916892537761065
1959,Altena,4.945918313807369,51.76563658743436
1960,West Betuwe,5.2093471064037855,51.86158480342158
1961,Vijfheerenlanden,5.056772902427733,51.935993035285634
1963,Hoeksche Waard,4.45577643741729,51.77064638422228
1966,Het Hogeland,6.5319870723741404,53.37868944212982
1969,Westerkwartier,6.338132005711153,53.21855413432609
1970,Noardeast-Fryslân,6.018589154840833,53.332838533957144
1978,Molenlanden,4.845205085212701,51.88465219872117
1979,Eemsdelta,6.839878019673853,53.328241454428785
1980,Dijk en Waard,4.822345320277007,52.68215754671091
1982,Land van Cuijk,5.859024757682951,51.65552663225634
1991,Maashorst,5.655470140057202,51.6867955619774
1992,Voorne aan Zee,4.132144738174158,51.87635877135282
